5979	6055	move	hand	cutting board	,counter								The person cuts the halves into quarters, and trims off the top, bottom, outside and inside corner of each one.									He put all the pineapple scraps in a pile	
6073	6208	wash	hand	cutting board		He removes peels from the cutting board and washes cutting board under sink water.				The boy rinses the cutting board.	He rinses the cutting board. 	The person rinses the cutting board.	The person rinses the cutting board.	He rinses the cutting board. 	He washes the cutting board in the sink.		The person rinses the cutting board.	The person rinses off the cutting board of bits of peel.	He sliced pineapple. He washed cutting board		He washes off the board in the sink a bit and puts it back on the table.	He washed the cutting board.	The person rinses the cutting board.
6354	6385	move	hand	pineapple	cutting board,plate																		
6451	6503	cut	knife	pineapple	cutting board																		
6521	6755	slice	knife	pineapple	cutting board																		
6794	7015	slice	knife	pineapple	cutting board					The boy takes one quarter of the pineapple and cuts it in half vertically. He then slices it horizontally into small pieces.											He takes a quarter from the dish to the board, slices it in half lengthwise, and dices each half of the quarter.		
7063	7111	move	hand	pineapple	cutting board,plate																		
7123	7171	cut	knife	pineapple	cutting board																		
7196	7425	slice	knife	pineapple	,cutting board																		
7474	7796	slice	knife	pineapple	cutting board																		
7880	7923	move	hand	pineapple	cutting board,plate																		
7951	8008	cut	knife	pineapple	cutting board																		
8008	8029	move	hand	pineapple	cutting board,plate																		
8053	8304	slice	knife	pineapple	cutting board																		
8306	8342	move	hand	pineapple	cutting board,plate																		
8369	8587	slice	knife	pineapple	cutting board																		
8614	8646	move	hand	pineapple	cutting board,plate																		
8661	8717	cut	knife	pineapple	cutting board																		
8788	9013	slice	knife	pineapple	cutting board																		
9048	9221	slice	knife	pineapple	cutting board																		
9221	9243	clean	hand	knife			He chops the pineapple. 	The man slices the pineapple pieces into smaller ones.		The boy cuts the remaining three quarters of pineapple in the same fashion.	He chops the pineapple.	The person chops up the pineapple quarters.	The person chops up the pineapple.	He chops the pineapple. 	He takes the pineapple pieces and chops them into small cubes.		The person chops up the pineapple.	The person chops the strips of pineapple on the cutting board.	He diced up pineapple	   He takes each of the four chunks seperately and slices each one down the center, then goes on to dice the chunks.	He repeats with the three remaining quarters.	He cut the quarters in half and diced all of the pineapple.	The person chops up each pineapple quarter.
9378	9427	move	hand	pineapple	cutting board,plate																		
9432	9514	move	hand	pineapple	cutting board,plate																		
9522	9607	move	hand	pineapple	cutting board,plate																		
9614	9746	move	hand	pineapple	cutting board,plate																		
9760	9849	move	hand	pineapple	cutting board,plate																		
9867	9996	move	hand	pineapple	cutting board,plate																		
10008	10086	move	hand	pineapple	cutting board,plate																		
10094	10177	move	hand	pineapple	cutting board,plate																		
10186	10266	move	hand	pineapple	cutting board,plate	He cuts the remaining chunks into slices and puts them on the plate.	He puts the pineapple on the plate. 			The boy places the cut up pineapple on the plate.	He puts the pineapple on a plate.	The person puts the pineapple pieces on the plate.	The person puts the pineapple pieces on the plate.	He puts the pineapple on the plate. 	He takes the pineapple cubes and puts them on the plate.	He chops the pineapple and puts it on a plate.	The person puts the pieces of pineapple on the plate.	The person scoops the chopped pineapple onto the plate.	He put pineapple on plate	He places the diced pieces of the pineapple onto a plate from the cutting board.	He picks up all the chopped pieces, a little at a time, and places them in the dish.	He placed the diced pineapple on the plate.	The person puts the pineapple pieces on the plate.
10339	10413	wash	hand	hand														The person rinses off his hands.					
10413	10462	shake	hand	hand																He washes his hand before grabbing the knife.		He washed his hands.	
10489	10549	move	hand	knife	,counter																		
10566	10764	wash	hand	knife				The man places the pineapple onto the plate and washes up.			He cleans the knife. 		The person rinses the knife.	He cleans the knife. 	He washes his hands and then the knife.		The person rinses the knife.	The person rinses off the knife.			He washes his hands, the knife, and the board.	He washed the knife.	The person washes his hands and rinses the knife.
