6370	6514	move	hand	cucumber	cutting board,plate								He places the pieces of cucumber on the white plate. 	He places the sliced cucumber on the plate. 	He put cucumber on plate		Places the slices on the plate.							
6578	7018	slice	knife	cucumber	cutting board																			
7065	7104	scratch off	hand	cucumber	cutting board,knife																			
7128	7554	slice	knife	cucumber	cutting board																			
7587	7907	slice	knife	cucumber	cutting board						He peels half the cucumber and chops it. 													
7907	7975	scratch off	hand	cucumber	cutting board,knife	He then cuts the peeled half lengthwise in half again and chops it into fine slices.								He chops the other peeled side into slices. 			Chops up the 2nd half of the cucumber.		The man sliced the cut quarters of the cucumber.					
8063	8128	move	hand,knife	cucumber	cutting board,plate											the person slices the Cucumber								
8180	8275	move	hand,knife	cucumber	cutting board,plate																			
8289	8394	move	hand,knife	cucumber	cutting board,plate																			
8394	8456	move	hand	cucumber	cutting board,plate		The person chops up the peeled cucumber half and puts the pieces on the plate.		He peels half the cucumber and then chops it. 		He puts the cucumber on the plate.		He places the remaining pieces from the cutting board onto the plate. 	He places them all on the plate. 				He slices the peeled half of the cucumber and puts the pieces on a plate. 		The man thinly slices the cucumber and places it on the plate.	The man thinly slices the first half of the cucumber and puts it on a plate.			
8456	8572	arrange	hand	cucumber	plate	He places the slices on the plate and arranges in a single layer.				He chops and peels the first half of the cucumber. 							Places the last remaining slices on the plate.		The man placed the cucumber slices on the plate.			He dices each smaller half individually and moves the pieces to the plate.	The man finely chops the peeled half of the cucumber into thin, semi circle slices and places them onto plate.	He thinly slices one half of the cucumber crosswise and transfers it to the plate.
8706	8838	take out	hand	spice shaker	spice holder																			
8838	8882	read	hand	spice shaker								Season if desired												
8899	9019	take out	hand	spice shaker	spice holder																			
9019	9111	move	hand	spice shaker	,counter									He gets salt and pepper and places them next to the cutting board. 					The man got salt an pepper from the spice rack.				The man grabs what appears to be salt and pepper and places them on counter.	
9155	9224	open	hand		drawer								He places two spices on the counter. 											
9271	9306	open	hand		drawer																			
9348	9426	open	hand		drawer																			
9463	9512	open	hand		drawer																			
9611	9661	close	hand		drawer											the person puts the Cucumber slices on a plate						He retrieves spices and has a conversation off-camera.		
10157	10182	take out	hand	spice shaker	spice holder																			
10204	10254	screw	hand	spice shaker									He grabs a third spice and sprinkles it over the cucumber pieces. 											
10317	10425	spice	spice shaker	spice	plate															The man adds seasoning to the cucumber slices.	The man adds seasoning to the sliced cucumber.		The man grabs another seasoning and seasons the cucumber slices.	
10425	10509	screw	hand	spice shaker		The man gets salt, pepper, and another type of seasoning from the kitchen cabinets.											Sprinkles seasoning on the cucumber slices.							
10509	10719	arrange	hand	cucumber	plate																			
10719	10757	move	hand	cucumber	counter,plate																			
10757	10865	arrange	hand	cucumber	plate		The person adds some kind of spice to the cucumber.		He seasons the cucumber and put the spices away. 									He adds spices to the cucumber pieces on the plate. 						
10903	11043	put in	hand	spice shaker	counter,spice holder	He then sprinkles the slices with the seasoning.				He seasons the cucumbers.	He seasons the cucumber and puts the spices away.			He gets another spice and sprinkles it on the chopped cucumber. 					The man seasoned the cucumber slices and put the spices back.			He seasons the cucumber with unknown spices.	The man returns the salt, pepper and seasoning back to their original places.. The man has completed his assigned task.	He retrieves some spices from the cupboard and sprinkles them on the sliced up half of cucumber.
