7701	7757	take out	hand	spatula	,drawer		He cleans up a bit.					He cleans the bowl. 	The man cleaned the stainless steel bowl.	The eggs are added to the pan and the bowl is washed.. A spatula is selected.			The person washes the bowl and fork in the sink.. The person takes a wooden spatula from the drawer.				The person washes the bowl and fork.			He washes the bowl and fork.
7922	8010	open	hand		drawer																			
8471	8521	move	teaspoon	egg	pan																			
8589	8713	move	spatula,teaspoon	egg	pan																			
8848	8890	take out	hand	spice shaker	,spice holder																			
8922	8972	screw	hand	spice shaker				The man lets the egg cook in the frying pan without flipping it.													The person gets a spatula and fork and tries to "stir" or poke the eggs a little.			
8984	9187	spice	spice shaker	pan,spice shaker		Person sprinkles pepper on top of egg.				He fluffs the eggs with the spatula and fork and adds more seasoning.					He washes out the bowl and uses the spatula and a fork to move around the eggs.									
9194	9236	screw	hand	spice shaker									Pepper was poured onto the eggs.											
9241	9273	put in	hand	spice shaker	,spice holder		He seasons the eggs while they cook.		person add pepper						He gets out pepper and sprinkles it on top of the eggs.						The person peppers the eggs in an incredibly thoughtful manner.	The person put pepper on the eggs.		The man adds pepper to the eggs.
9342	10127	turn over	spatula,teaspoon	egg	pan				person flips egg over				The eggs were flipped.							He starts cooking and then flips the eggs over.				
10153	10665	move	spatula,teaspoon	egg	pan																			
10688	10840	turn over	spatula,teaspoon	egg	pan																			
10852	11251	move	spatula,teaspoon	egg	pan	Person flips egg over completely. 																		
11322	11340	take out	hand	spice shaker	,spice holder																			
11348	11370	screw	hand	spice shaker																		The person flipped the eggs.		The man flips the eggs to make sure they are fully cooked.
11397	11723	spice	spice shaker	pan,spice shaker		Person sprinkles pepper on opposite side of egg.																		
11765	11793	screw	hand	spice shaker									More pepper was added to the eggs.											
11805	11839	put in	hand	spice shaker	,spice holder			The man adds pepper to the egg in the pan before mixing the egg around in the pan.	person adds pepper		He seasons the eggs. 				He flips the eggs over with the spatula and the fork and pats them down, finally sprinkling some spices on top.		The person adds condiments to the eggs in the pan.				The person pokes, folds over, tries to reassemble the eggs and then adds more thoughtful seasoning.	The person seasoned the eggs.		He adds more pepper to the eggs.
12067	12145	change temperature	hand	stove										The eggs are seasoned and cooked.										
12273	12405	put in	hand	bottle	counter,cupboard					He turns off the stove.														
12446	12479	move	hand	bowl	counter									The oil is returned to the cabinet.		scramble the eggs with the spatula while they're cooking.				He finishes cooking.				
12510	12850	move	spatula,teaspoon	egg	bowl,pan	Person puts egg into a bowl. 														He places the eggs in a bowl.				
12854	12873	move	spatula	bowl	counter		He places the cooked eggs in a bowl.	After approximately 5 minutes, the man places the egg into the clean bowl.		He puts away his cooking oil and moves his cooked eggs back into the bowl he had mixed them in.	He puts the eggs in a bowl. 	He finishes cooking the eggs and put them in a bowl. 	The eggs were taken from the pan and moved into the stainless steel bowl.. The spatula was cleaned.	The cooked eggs are placed in the bowl.	He picks the eggs up with the spatula and places them in the bowl.	Put the scrambled eggs back into the bowl.	The person sets the eggs into the bowl with the spatula.					The person put the eggs in the bowl.		
13014	14097	wash	hand,sponge	spatula																				
14116	14185	shake	hand	spatula																				
14210	14307	put in	hand	spatula	,drawer		He cleans the spatula.	The man carefully cleans the utensils with a sponge and soap.			He cleans up a bit. 	He cleans up. 		The spatula is washed and put away.	He washes the spatula in the sink with detergent and a sponge and puts the spatula away.		The person washes the spatula in the sink and returns it to the drawer.			He cleans the spatula and puts it away.	The person puts the oil away, puts the omelette pieces in a little bowl and washes the spatula.  (Still NOT 'scrambled' eggs.)			The man takes the eggs out of the pan and washes up.
