13711	14032	take out	hand	plate	counter,cupboard		The person takes out a plate.		the person sautes the diced onion in the pan and seasons with salt		The person procures a plate from the cabinet.		The person procures a plate from the cabinet.	person gets plate					He gets a small plate.			
14145	14744	stir	spatula	onion	pan																	
14755	14836	change temperature	hand	stove			The person occasionally mixes the onions until they are golden brown	He puts the onions on a plate.	the person gets a plate							Continue to cook the onion stirring frequently until finished, adding more salt if desired before putting away the salt and taking out a small plate.						
14897	15430	move	spatula	onion	pan,plate	The person gets out a plate form the cupboard and scoops the onions out of the pan onto the plate.	He puts the onion into the plate.			He finishes cooking and puts the onions on a plate. 				person puts onions on plate			He puts the onions on a plate.		He puts the onions on a plate.			He puts the onions on a plate. 
15630	15805	wash	sponge	pan					the person puts the sauteed onion on the plate													
15805	16103	clean	sponge	pan			The person is done.															
16103	16196	wring out	hand	sponge		The person scrubs off the pan in the sink with a sponge.											He cleans the pan.					
16293	16364	dry	towel	hand																		
16546	16938	wash	sponge	spatula																		
16938	16990	wring out	hand	sponge		The person scrubs off the wooden spoon in the sink with a sponge.				He cleans up. 	The person scoops the fried onions onto the plate then washes the pan and wooden spoon in the sink.		The person scoops the fried onions onto the plate then washes the pan and wooden spoon in the sink.			Take the frying pan off of the heat and put the onions on the plate, wash the frying pan and wooden spoon.	He cleans the spatula.					He cleans up. 
17086	17191	dry	towel	hand															He cleans up.	The person finishing frying the onion and pours it onto a plate from the cabinet, then washes the pan and wooden spatula. Task complete.		
