3413	4337	slice	knife	pineapple	cutting board	Person cuts pineapple into slices from side(top) to side(bottom).		The person cuts one half of the pineapple into slices.	She sliced one half of the pineapple.	Cut into thin slices, width-wise.		Lay the pineapple half flat and cut thin semicircles with the large knife.			Slices up the first half of the pineapple.		The person slices one of the pineapple half into smaller slices.	The person uses the carving knive to cut one of the halves into quarter-inch lateral slices.	She sliced pineapple	She slices the pineapple on the cutting board into pieces.	She sliced pineapple			She sliced pineapple	
4371	4651	take out	hand	plate	counter,cupboard	Person puts plate on counter.	She thinly slices one half of the pineapple crosswise and then retrieves a plate from the cupboard.	The person gets out a plate.	She went to the cabinets, took out a plate, and placed it on the counter.				She took out plate	She slices one half of the pineapple crosswise, retrieves a plate from the cupboard and places it on the counter.	Takes out a plate from the cabinet.	She slices one half of the pineapple crosswise, retrieves a plate from the cupboard and places it on the counter.		The person places a plate on the counter.	She took out plate	She goes to the cabinet and gets out a plate.	She took out plate			She took out plate	
4702	4995	peel	knife	pineapple																					
5006	5035	move	hand	pineapple	,plate																				
5086	5527	peel	knife	pineapple																					
5533	5553	move	hand	pineapple	,plate																				
5656	5941	peel	knife	pineapple																					
5941	5973	move	hand	pineapple	,plate																				
6152	6489	peel	knife	pineapple																					
6489	6531	move	hand	pineapple	,plate																				
6531	6561	move	hand	pineapple	cutting board,plate																				
6561	6581	peel	knife	pineapple	cutting board																				
6581	6609	move	hand	pineapple	cutting board,plate																				
6729	6999	peel	knife	pineapple																					
6999	7045	move	hand	pineapple	,plate																				
7115	7458	peel	knife	pineapple																					
7501	7526	move	hand	pineapple	,plate																				
7662	7983	peel	knife	pineapple																					
7989	8020	move	hand	pineapple	,plate																				
8162	8381	peel	knife	pineapple																					
8392	8421	move	hand	pineapple	,plate																				
8527	8874	peel	knife	pineapple																					
8878	8910	move	hand	pineapple	,plate																				
8923	9315	peel	knife	pineapple						Cut the rind off the thin slices.			She cut off skin of pineapple								She peeled skin off pineapple				
9327	9361	move	hand	pineapple	,plate	Person cuts the rind off the pineapple slices and places the inner pineapple on plate.		The person cuts off the rind of each pineapple slice and puts the slices on the plate.	She used a pearing knife to remove the skin of the slices and placed the slices on the plate.			Take out a large plate and use the small knife to cut the peel off of each pineapple semicircle, then put the pieces on the plate.			Peels the first half of the pineapple and places on a plate.			The person uses a paring knife to remove the outer peel from each lateral slice, placing it on the plate when complete.	She cut skin off pineapple				The person slices one half of the pineapple into strips, gets a plate from the cupboard, and then peels the rind of the pineapple half and places the segment onto the plate.	She cut off pineapple skin	
9436	9533	throw in garbage	hand	peel		Person throws away rinds.	She cuts the rind off of each individual slice of pineapple, places the pineapple on the plate and throws the rinds in the trash.	The person throws away the rinds.	She threw the Scraps away.		She slices the first half of the pineapple, then cuts off and discards the skin. 			She removes the rind from each individual pineapple slice, placing the slices on the plate and the rinds in the trash.		she removes the rinds from each individual pineapple slice, places them on the plate and throws the rinds into the trash.	The person peels the skin off the small pineapple slices and discards them.	The person discards the outer peels.		She takes each pieces of pineapple that is on the cutting board, cuts off the rough outside, places the inner portion on the plate, and finally, when she is done, throws away all of the exterior sides that she has cut off into the trash can.		Slice one half of the pineapple horizontally into half-inch slices and use the pearing knife to peel the hard skin off.	The person takes the rind from the first half and throws them in the garbage.	She threw away skin	
9543	9620	move	hand	pineapple	counter,cutting board	Person takes knife to other half of the pineapple.																			She chops and removes the skin of the first half. 
9665	10696	slice	knife	pineapple	cutting board	Person cuts the second half of the pineapple into slices from top to bottom.		The person slices up the other pineapple half.						She cuts the other half of the pineapple into slices crosswise.	Slices up the second half of the pineapple.		The person slices the second pineapple half into smaller slices.								
10731	11091	peel	knife	pineapple																					
11098	11142	move	hand	pineapple	,plate																				
11206	11413	peel	knife	pineapple																					
11415	11457	move	hand	pineapple	,plate																				
11542	11891	peel	knife	pineapple																					
11904	11935	move	hand	pineapple	,plate																				
11970	12255	peel	knife	pineapple																					
12260	12292	move	hand	pineapple	,plate																				
12389	12671	peel	knife	pineapple																					
12665	12703	move	hand	pineapple	,plate																				
12795	13029	peel	knife	pineapple																					
13087	13161	move	hand	pineapple	,plate																				
13243	13636	peel	knife	pineapple																					
13644	13706	move	hand	pineapple	,plate																				
13751	14056	peel	knife	pineapple																					
14056	14103	move	hand	pineapple	,plate																				
14287	14430	peel	knife	pineapple																					
14442	14496	move	hand	pineapple	,plate	Person cuts the rinds off the slices from the second half of pineapple putting them on plate.		The person cuts off the rind of each pineapple slice and puts the slices on the plate.			She slices and removes the skin from the other half. 							The person repeats the previous process (slice, peel, remove to plate) with the second half of the pineapple.					The person cuts the other half of the pineapple into sections with the large knife, then uses the smaller knife to remove the rind and place the sections onto the plate.		
14545	14592	cut	knife	pineapple	cutting board																				
14609	14659	taste	hand	pineapple			She cuts the rind off of each individual slice of pineapple from the second half of the pineapple and places them on the plate.		She sliced and peeled the remaining pineapple.	Cut the slices and rind of the other half of the pineapple.		Discard the peel and repeat the cutting and peeling process for the other pineapple half.		She removes the rind from each individual pineapple slice from the second half of the pineapple.	Peels the second half and places on a plate.	The slices the other half of the pineapple crosswise, removes the rinds from the each individual piece and places them on the plate.	The person peels the skin off the small pineapple slices.			She does the same to the other side and eats a piece of pineapple.		Slice the remaining half pineapple horizontally into half-inch slices and cut off the hard skin.			She chops and removes the skin of the second half of the pineapple. 
