5640	5777	take apart	hand	arils,peel	plate																			
5783	5827	take apart	hand	pomegranate																				
5837	5936	take apart	hand	arils,peel	plate														The person removes the seeds from the inside of the fruit and puts them on the plate.					
5964	5992	take apart	hand	pomegranate															The person cuts the remaining half of the pomegranate in half.					
6013	6555	take apart	hand	arils,peel	plate																			
6564	6727	move	hand	peel	counter,plate																			
6744	6921	take apart	hand	arils,peel	plate																			
6944	7601	take apart	hand	arils,peel	plate		Cut one of the halves in half again, take that quarter and break out the pomegranate seeds onto a plate with your hands.			She uses her fingers to carefully remove the seeds from the pomegranate quarter and places them on the plate.										She finishes pulling the seeds out of the one quarter, having broken it into smaller pieces as necessary to obtain all the seeds.  She places the unused portion of the fruit off to the side.				
7629	7714	take apart	hand	pomegranate																				
7720	8166	take apart	hand	arils,peel	plate														The person removes the seeds from the inside of the fruit and puts them on the plate.		She took out middle of pomegranate			
8176	8248	move	hand	peel	counter,plate																			
8270	8406	take apart	hand	arils,peel	plate																			
8411	8460	take apart	hand	pomegranate																				
8473	8644	take apart	hand	arils,peel	plate														The person cleans the knife and cutting board in the sink.					
8655	8706	take apart	hand	pomegranate						She continues removing seeds from the other sections of the pomegranate.														
8734	9334	take apart	hand	arils,peel	plate														The person takes the unused pieces of pomegranate and throws them away.					
9371	9671	take apart	hand	arils,peel	plate														The person wipes down the counter with a wet towel.					
9682	9718	move	hand	peel	counter,plate																			
9731	9978	take apart	hand	arils,peel	plate																			
9988	10010	move	hand	peel	counter,plate																			
10035	10656	take apart	hand	arils,peel	plate																			
10660	10745	move	hand	peel	counter,plate																			
10755	11077	take apart	hand	arils,peel	plate																			
11084	11158	take apart	hand	pomegranate																				
11163	11327	take apart	hand	arils,peel	plate																			
11334	11399	move	hand	peel	counter,plate																			
11414	11483	take apart	hand	arils,peel	plate	The person scrapes the seeds from that half of the pomegranate onto the plate.										The person scoops the seeds from that half of the pomegranate onto the plate.				She completes the second quarter, in the same way as the first.  She chops the second half in half and begins the third quarter.		The person cuts one half into a quarter and proceeds to break each quarter apart with her hands and remove the pomegranate seeds onto the plate.	She cuts up the first half into 4 pieces and starts removing the seeds from the fruit. (long process)	
11531	11692	cut	knife	pomegranate	cutting board																			
11697	11834	take apart	knife	pomegranate		The person cuts the other half of the pomegranate in half.				She slices the remaining section of the pomegranate in half.						The person cuts the other half of the pomegranate in half.								
11863	12214	take apart	hand	arils,peel	plate					She continues removing seeds from the sections of the pomegranate.														
12276	12312	move	hand	peel	counter,plate																			
12323	12386	take apart	hand	pomegranate																				
12397	12612	take apart	hand	arils,peel	plate																			
12653	12720	move	hand	peel	counter,plate																			
12733	12802	take apart	hand	arils,peel	plate																			
12809	12857	take apart	hand	pomegranate																				
12868	13266	take apart	hand	arils,peel	plate																			
13273	13319	move	hand	peel	counter,plate																			
13322	13531	take apart	hand	arils,peel	plate																			
13537	13591	take apart	hand	pomegranate																				
13604	14231	take apart	hand	arils,peel	plate																			
14267	14327	take apart	hand	pomegranate																She finishes the third quarter.				
14337	14920	take apart	hand	arils,peel	plate																			
14944	15031	take apart	hand	arils,peel	plate																			
15052	15368	take apart	hand	arils,peel	plate																			
15417	15521	take apart	hand	pomegranate																				
15560	15772	take apart	hand	arils,peel	plate																			
15774	15825	take apart	hand	pomegranate																				
15847	15971	take apart	hand	arils,peel	plate																			
15977	16013	shake	hand	hand														She removes the good parts of the fruit. 		She finishes the final quarter.				
16039	16148	move	hand	peel	counter,plate	The person scrapes the seeds from that half of the pomegranate onto the plate.	Repeat this process for the remaining pomegranate, remove any debris from the seeds as you go.		The person breaks the pomegranate halves apart and plucks the seeds with her hands and places them on the plate.			The person breaks each half into two and then picks the seeds from the pomegranate onto the plate.	She took sees out of pomegranate	The person breaks each half into two and then picks the seeds from the pomegranate onto the plate.	She removes the seeds from each of the quarters by hand, placing the seeds into the bowl.	The person scoops the seeds from that half of the pomegranate onto the plate.							She cuts up the other half of the fruit into 2 smaller pieces and removes all of the seeds.	The person holds the pomegranate quarters over the plate and picks out the seeds.
16171	16318	wash	hand	hand		The person washes her hands.				She rinses her hands in the sink.	She removes the good parts pf the pomegranate.	 The person washes her hands. 	She washed hands	 The person washes her hands. 		The person washes her hands	She gets the good parts of the pomegranate separated.					The person takes the second half of pomegranate, cuts it into a quarter, then proceeds to break it apart with her hands and scoop the seeds onto the plate.		The person is done.
16362	16452	wash	hand	cutting board																				
16469	16535	wash	hand	knife				She removes the good parts of the pomegranate. 																
16574	16698	wash	hand,sponge	cutting board																				
16817	17003	wash	hand,sponge	cutting board		The person washes the cutting board and the knife.		She washes the cutting board. 				The person washes the knife and cutting board in the sink.				The person washes the knife and cutting board.				She washes her hands, the board, and the knife in the sink.. She puts the board off to the side.		The person scrubs off the cutting board and knife in the sink and places them on the countertop.	The woman washes her hands, the knife and scrubs the cutting board.	
17162	17187	shake	hand	hand					The person washes her hands and then the cutting board in the sink.					The person washes the knife and cutting board in the sink.	She rinses her hands, and the knife and cutting board, setting them aside.									
17192	17679	throw in garbage	hand	peel				She discards the rest of the fruit. 	The person throws the peels into the wastebin.			The person throws the peels into the wastebin. 												
17695	17724	take out	hand	sink strainer	sink									The person throws the peels into the wastebin. 								The person opens the trashbin and throws the pomegranate husk inside.		
17730	17791	throw in garbage	sink strainer	peel																				
17811	17869	throw in garbage	hand	peel																				
17882	17940	put in	hand	sink strainer	,sink		Wash the cutting board and knife, throw away the pomegranate peel.			She places all the remaining pomegranate rind into the recycling bin.													She throws the peelings into the garbage from the counter and sink drain.	
17947	18092	wash	hand	sponge												The person throws away the outside of the pomegranate.								
18127	18235	wring out	hand	sponge		The person throws away the outside of the pomegranate.																		
18251	18460	clean	sponge	counter																				
18460	18564	clean	sponge	sink										The person wipes the counter off with a rag.										
18576	18711	wash	hand	sponge				She wipes down the counter. 		She wipes down the counter with a dishrag.										She throws away the unused portion of the fruit and wipes off the counter with a rag.				
18731	18816	wring out	hand	sponge																				
18849	18879	wring out	hand	sponge		The person wipes down the counter.	Wash your hands and wipe down the counter you prepared the pomegranate on.		The person cleans the countertop.															
19000	19049	shake	hand	sponge						She rinses out the dishrag.		The person wipes the counter off with a rag.				The person wipes down the counter.							She washes her hands and cleans the counter top, then rinses the cloth and places on the faucet.	
19055	19106	put on	hand	sponge	,faucet																	The person dampens a towel in the sink and tidies up the countertop.		
19111	19154	shake	hand	hand							She cleans up.				She discards the peel/rind and cleans off her workstation.		She cleans up.	She cleans up the mess. 		She rinses the rag and hangs it on the faucet.				
