s13-d21_6_5	The person washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1640
s13-d21_6_6	The person cuts the ends off the cucumber then cuts the body into slices.	s13-d21	1665	2523	cucumber	2574
s13-d21_6_7	The person sets cucumber slices on the plate.	s13-d21	2618	2717	cucumber	2806
s13-d21_8_1	The person takes out a cutting board from the drawer.	s13-d21	252	452	cucumber	432
s13-d21_8_2	The person takes out a knife from the drawer.	s13-d21	471	627	cucumber	630
s13-d21_8_3	The person procures a cucumber from the fridge then takes a plate from the cabinet.	s13-d21	627	1353	cucumber	1352
s13-d21_8_4	The person washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1638
s13-d21_8_5	The person cuts the ends from the cucumber.	s13-d21	1665	2036	cucumber	2130
s13-d21_8_6	The person chops the cucumber into slices on the cutting board.	s13-d21	2099	2523	cucumber	2578
s13-d21_8_7	The person sets the cucumber slices on the plate.	s13-d21	2618	2717	cucumber	2758
s13-d21_9_1	The person takes out a cutting board from the drawer.	s13-d21	252	452	cucumber	430
s13-d21_9_2	The person takes out a knife from the drawer.	s13-d21	471	627	cucumber	638
s13-d21_9_3	The person procures a cucumber from the fridge.	s13-d21	627	975	cucumber	956
s13-d21_9_4	The person procures a plate from the cabinet.	s13-d21	1004	1353	cucumber	1262
s13-d21_9_5	The person washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1618
s13-d21_9_6	The person cuts the ends off the cucumber.	s13-d21	1665	2036	cucumber	2050
s13-d21_9_7	The person slices the cucumber on the cutting board.	s13-d21	2099	2523	cucumber	2520
s13-d21_9_8	The person sets the sliced cucumber on the plate.	s13-d21	2618	2717	cucumber	2764
s13-d21_10_1	He goes to the drawer and takes out a cutting board and knife.	s13-d21	252	686	cucumber	684
s13-d21_10_2	He goes to the refrigerator and takes out a cucumber.	s13-d21	723	975	cucumber	986
s13-d21_10_3	He goes to the cupboard and takes out a plate and places it on the counter.	s13-d21	1004	1413	cucumber	1396
s13-d21_10_4	He goes to the sink and washes the cucumber.	s13-d21	1450	1594	cucumber	1682
s13-d21_10_5	He then cuts off the ends of the cucumber and then slices the cucumber.	s13-d21	1665	2523	cucumber	2576
s13-d21_10_6	He picks up the cucumber and places it on the plate.	s13-d21	2099	2844	cucumber	2952
s13-d21_11_1	He opens the drawers and takes out a cutting board and a knife.	s13-d21	252	686	cucumber	684
s13-d21_11_2	He gets a cucumber from the refrigerator and a plate from the cabinet.	s13-d21	723	1353	cucumber	1300
s13-d21_11_3	He sets the plate down and washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1606
s13-d21_11_4	He puts the cucumber on the plate and dries off his hands.	s13-d21	1665	1813	cucumber	1816
s13-d21_11_5	He uses the knife to cut off the ends of the cucumbers.	s13-d21	1854	2036	cucumber	2080
s13-d21_11_6	He uses the knife to slice the cucumber into smaller pieces.	s13-d21	2099	2523	cucumber	2570
s13-d21_11_7	He picks up the pieces of cucumber and places them on the plate.	s13-d21	2798	2844	cucumber	2952
s13-d21_13_1	The person takes out a cutting board from the drawer.	s13-d21	252	452	cucumber	454
s13-d21_13_2	The person takes out a knife from the drawer.	s13-d21	471	627	cucumber	628
s13-d21_13_3	The person procures a cucumber from the fridge.	s13-d21	627	975	cucumber	984
s13-d21_13_4	The person procures a plate from the cabinet.	s13-d21	1004	1353	cucumber	1302
s13-d21_13_5	The person washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1634
s13-d21_13_6	The person chops the ends off the cucumber on the cutting board.	s13-d21	1665	2036	cucumber	2046
s13-d21_13_7	The person slices the cucumber on the cutting board.	s13-d21	2099	2523	cucumber	2526
s13-d21_13_8	 The person sets the sliced cucumber on the plate.	s13-d21	2618	2717	cucumber	2766
s13-d21_14_1	He gets out the cutting board, knife, plate, and cucumber from drawers and the refrigerator.	s13-d21	252	1413	cucumber	1393
s13-d21_14_2	He washes the cucumber in the sink and puts it on the plate.	s13-d21	1450	1721	cucumber	1732
s13-d21_14_3	He wipes his hand on the rag.	s13-d21	1750	1883	cucumber	1911
s13-d21_14_4	He chops the ends off the cucumber.	s13-d21	1883	2036	cucumber	2060
s13-d21_14_5	He chops the cucumber into pieces with the knife.	s13-d21	2099	2523	cucumber	2551
s13-d21_14_6	He gathers the chopped cucumbers together on a plate.	s13-d21	2798	2844	cucumber	2953
s13-d21_15_1	the man is opening the drawer	s13-d21	252	452	cucumber	341
s13-d21_15_2	the man is placing a knife on the cutting board he got from the drawer	s13-d21	471	627	cucumber	625
s13-d21_15_3	the man is opening the refridgerator	s13-d21	627	686	cucumber	837
s13-d21_15_4	he got a cucumber from the refridgerator	s13-d21	723	975	cucumber	1036
s13-d21_15_5	the man is washing the cucumber	s13-d21	1004	1413	cucumber	1453
s13-d21_15_6	the man is slicing the cucumber width-wise	s13-d21	1450	2036	cucumber	2034
s13-d21_15_7	then the man arranges the cucumbers on a plate	s13-d21	2798	2844	cucumber	2953
s13-d21_16_1	The man places a cutting board on the counter.	s13-d21	252	452	cucumber	434
s13-d21_16_2	The man places a knife on the cutting board.	s13-d21	471	627	cucumber	642
s13-d21_16_3	The man gets a cucumber out of the refrigerator.	s13-d21	627	975	cucumber	951
s13-d21_16_4	The man gets a plate out of the cupboard.	s13-d21	1004	1353	cucumber	1283
s13-d21_16_5	The man rinses the cucumber.	s13-d21	1366	1594	cucumber	1635
s13-d21_16_6	The man dries his hands.	s13-d21	1665	1813	cucumber	1828
s13-d21_16_7	The man cuts the ends off of the cucumber.	s13-d21	1854	2036	cucumber	2059
s13-d21_16_8	The man cuts the cucumber into slices.	s13-d21	2099	2523	cucumber	2530
s13-d21_16_9	The man arranges the cucumber slices on the plate.	s13-d21	2798	2844	cucumber	2828
s13-d21_18_1	The person takes a cutting board from the drawer.	s13-d21	252	452	cucumber	462
s13-d21_18_2	The person removes a large knife from a drawer and puts it on the cutting board.	s13-d21	471	686	cucumber	672
s13-d21_18_3	The person takes a cucumber from the fridge.	s13-d21	723	975	cucumber	992
s13-d21_18_4	The person takes a plate from the cabinet.	s13-d21	1004	1353	cucumber	1300
s13-d21_18_5	The person washes the cucumber in the sink.	s13-d21	1366	1594	cucumber	1636
s13-d21_18_6	The person dries his hands with the towel.	s13-d21	1665	1813	cucumber	1818
s13-d21_18_7	The person slices the cucumber.	s13-d21	1854	2523	cucumber	2536
s13-d21_18_8	The person places the sliced cucumber onto the plate.	s13-d21	2618	2717	cucumber	2810
s13-d21_19_1	He places the cutting board on the counter	s13-d21	252	452	cucumber	482
s13-d21_19_2	He placed the knife on the cutting board	s13-d21	471	686	cucumber	690
s13-d21_19_3	He got a cucumber from the refrigerator	s13-d21	723	975	cucumber	1002
s13-d21_19_4	The man washed the cucumber in the sink	s13-d21	1004	1594	cucumber	1652
s13-d21_19_5	The man dried his hands on the towel	s13-d21	1665	1813	cucumber	1800
s13-d21_19_6	The man cut the cucumber into slices	s13-d21	1854	2523	cucumber	2652
s13-d21_19_7	The man placed the cucumber slices on the plate	s13-d21	2618	2844	cucumber	2836
s13-d21_20_1	The person selects a cutting board.	s13-d21	252	452	cucumber	452
s13-d21_20_2	The person selects a knife.	s13-d21	471	686	cucumber	664
s13-d21_20_3	The person gets a cucumber out  of the fridge.	s13-d21	723	975	cucumber	944
s13-d21_20_4	The person gets a plate out of the cupboard.	s13-d21	1004	1353	cucumber	1346
s13-d21_20_5	The person rinses off the cucumber in the sink.	s13-d21	1366	1594	cucumber	1682
s13-d21_20_6	The person dries his hands.	s13-d21	1665	1813	cucumber	1808
s13-d21_20_7	The person cuts off both ends of the cucumber.	s13-d21	1854	2036	cucumber	2056
s13-d21_20_8	The person diagonally slices the cucumber into quarter inch discs.	s13-d21	2099	2523	cucumber	2584
s13-d21_20_9	The person places the cucumber slices on the plate.	s13-d21	2618	2844	cucumber	2874
s13-d25_1_1	The person takes the loaf of bread out of the cupboard.	s13-d25	237	508	bread	520
s13-d25_1_2	The person gets a plate out of the cupboard.	s13-d25	578	861	bread	877
s13-d25_1_3	The person unwraps the loaf of bread.	s13-d25	904	1330	bread	1321
s13-d25_1_4	The person takes out a bread knife from the drawer.	s13-d25	1357	1518	bread	1545
s13-d25_1_5	While holding the loaf with one hand, the person slices off the end of the loaf using the bread knife.	s13-d25	1560	1788	bread	1812
s13-d25_1_6	The person takes out a cutting board from the drawer, and puts the loaf (and piece of bread) onto it.	s13-d25	1865	2024	bread	2036
s13-d25_1_7	The person finishes his first cut, and slices a second piece of bread from the end of the loaf.	s13-d25	2071	2520	bread	2526
s13-d25_1_8	The person places the pieces of bread onto the plate.	s13-d25	2591	2702	bread	2717
s13-d25_1_9	The person puts the wrapping back onto the bread and picks it up.	s13-d25	2715	2899	bread	2949
s13-d25_2_1	The boy gets out the bread and sets it on the counter.	s13-d25	237	508	bread	525
s13-d25_2_2	The boy gets out a plate and places it on the counter.	s13-d25	578	861	bread	863
s13-d25_2_3	The boy takes the bread out of the package.	s13-d25	904	1330	bread	1349
s13-d25_2_4	The boy takes the knife out of the drawer.	s13-d25	1357	1518	bread	1535
s13-d25_2_5	The boy slices a piece of bread.	s13-d25	1560	1788	bread	1863
s13-d25_2_6	The boy takes out the cutting board and places the bread on it.	s13-d25	1865	2024	bread	2021
s13-d25_2_7	The boy slices two pieces of bread.	s13-d25	2071	2520	bread	2533
s13-d25_2_8	The boy places the sliced bread on the plate.	s13-d25	2591	2672	bread	2679
s13-d25_2_9	The boy puts the bread back into the package.	s13-d25	2676	2899	bread	2949
s13-d25_3_1	The person takes a loaf of bread from the pantry.	s13-d25	237	508	bread	429
s13-d25_3_2	The person procures a plate from the cabinet.	s13-d25	578	861	bread	861
s13-d25_3_3	The person opens the package of bread.	s13-d25	904	1330	bread	1409
s13-d25_3_4	The person takes out a knife from the drawer.	s13-d25	1357	1518	bread	1535
s13-d25_3_5	The person takes out a cutting board from the drawer.	s13-d25	1560	1959	bread	1989
s13-d25_3_6	The person cuts two slices of bread from the loaf.	s13-d25	1977	2520	bread	2603
s13-d25_3_7	The person sets the slices of bread on the plate.	s13-d25	2591	2702	bread	2705
s13-d25_5_1	The person gets out a loaf of bread in plastic wrap.	s13-d25	237	508	bread	541
s13-d25_5_2	The person gets out a plate.	s13-d25	578	861	bread	851
s13-d25_5_3	The person unwraps the bread.	s13-d25	904	1330	bread	1361
s13-d25_5_4	The person gets out a knife.	s13-d25	1357	1518	bread	1525
s13-d25_5_5	The person starts cutting the bread.	s13-d25	1560	1788	bread	1831
s13-d25_5_6	The person gets out a wooden plate.	s13-d25	1865	1959	bread	1995
s13-d25_5_7	The person puts the bread on the wooden plate.	s13-d25	1977	2024	bread	2043
s13-d25_5_8	The person cuts two slices of bread and puts them on the plate.	s13-d25	2071	2672	bread	2679
s13-d25_5_9	The person wraps the bread back up.	s13-d25	2715	2899	bread	2911
s13-d25_6_1	The person places a loaf of bread on the counter.	s13-d25	237	508	bread	525
s13-d25_6_2	The person places a plate on the counter.	s13-d25	578	861	bread	851
s13-d25_6_3	The person opens the package of bread.	s13-d25	904	1330	bread	1357
s13-d25_6_4	The person takes a knife out of the drawer.	s13-d25	1357	1518	bread	1537
s13-d25_6_5	The person begins to slice the bread.	s13-d25	1560	1788	bread	1863
s13-d25_6_6	The person places the loaf of bread on a cutting board.	s13-d25	1865	2024	bread	2037
s13-d25_6_7	The person finishes slicing two pieces of bread from the loaf.	s13-d25	2071	2520	bread	2511
s13-d25_6_8	The person places the bread on the plate.	s13-d25	2591	2702	bread	2691
s13-d25_6_9	The person reseals the bread's package.	2676	2899
s13-d25_6_10	Video ends.	2676	2899
s13-d25_7_1	The person gets out a loaf of bread in plastic wrap.	s13-d25	237	508	bread	505
s13-d25_7_2	The person gets out a plate.	s13-d25	578	861	bread	839
s13-d25_7_3	The person unwraps the bread.	s13-d25	904	1330	bread	1353
s13-d25_7_4	The person gets out a knife.	s13-d25	1357	1518	bread	1515
s13-d25_7_5	The person starts to slice the bread.	s13-d25	1560	1788	bread	1787
s13-d25_7_6	The person gets out a wooden plate.	s13-d25	1865	1959	bread	1983
s13-d25_7_7	The person cuts off two slices of bread and puts them on the plate.	s13-d25	1977	2672	bread	2683
s13-d25_7_8	The person wraps the bread back up.	s13-d25	2715	2899	bread	2889
s13-d25_8_1	He took out bread	s13-d25	237	508	bread	459
s13-d25_8_2	He took out plate	s13-d25	578	861	bread	791
s13-d25_8_3	He opened bread	s13-d25	904	1330	bread	1345
s13-d25_8_4	He took out knife	s13-d25	1357	1518	bread	1561
s13-d25_8_5	He took out cutting board	s13-d25	1560	1959	bread	1979
s13-d25_8_6	He sliced bread	s13-d25	1977	2520	bread	2529
s13-d25_10_1	He gets out a loaf of bread from the cabinet.	s13-d25	237	508	bread	511
s13-d25_10_2	He gets out a plate from the cabinet.	s13-d25	578	861	bread	885
s13-d25_10_3	He removes the cover from the loaf of bread.	s13-d25	904	1330	bread	1417
s13-d25_10_4	He gets out a knife and slices off a piece of bread from the loaf of bread.	s13-d25	1357	1788	bread	1843
s13-d25_10_5	He gets a cutting board from the drawer and places the loaf of bread on top of it.	s13-d25	1865	2024	bread	2047
s13-d25_10_6	He cuts the first slice further and cuts off another slice of bread.	s13-d25	2071	2520	bread	2577
s13-d25_10_7	He picks up the pieces of bread and places them on the plate.	s13-d25	2591	2702	bread	2701
s13-d25_10_8	He puts the cover back on the bread.	s13-d25	2676	2899	bread	2949
s13-d25_11_1	Take out a loaf of bread and a plate.	s13-d25	237	861	bread	833
s13-d25_11_2	Tear off the packaging to access the loaf.	s13-d25	904	1330	bread	1425
s13-d25_11_3	Take out a long serrated knife.	s13-d25	1357	1518	bread	1629
s13-d25_11_4	Take out a cutting board, put the bread on it and cut it into slices using a sawing motion with the knife.	s13-d25	2591	2622	bread	2621
s13-d25_11_5	Put the slices of bread on the plate and re-wrap the loaf.	s13-d25	2715	2899	bread	2889
s13-d25_12_1	He took out bread	s13-d25	237	508	bread	457
s13-d25_12_2	He took out plate	s13-d25	578	861	bread	799
s13-d25_12_3	He took out knife	s13-d25	904	1518	bread	1533
s13-d25_12_4	He took out cutting board	s13-d25	1560	1959	bread	1963
s13-d25_12_5	He sliced bread	s13-d25	1977	2520	bread	2598
s13-d25_13_1	He grabs a loaf of bread.	s13-d25	237	508	bread	427
s13-d25_13_2	He grabs a plate.	s13-d25	578	861	bread	867
s13-d25_13_3	He opens the loaf of bread.	s13-d25	904	1330	bread	1349
s13-d25_13_4	He gets a knife.	s13-d25	1357	1518	bread	1499
s13-d25_13_5	He gets a cutting board and cuts two slices.	s13-d25	1560	2520	bread	2525
s13-d25_13_6	He puts the slices on a plate.	s13-d25	1560	2702	bread	2693
s13-d25_14_1	The person gets out a loaf of bread in plastic wrap.	s13-d25	237	508	bread	533
s13-d25_14_2	The person gets out a plate.	s13-d25	578	861	bread	868
s13-d25_14_3	The person unwraps the bread.	s13-d25	904	1330	bread	1356
s13-d25_14_4	The person gets out a knife.	s13-d25	1357	1518	bread	1524
s13-d25_14_5	The person starts to cut the bread.	s13-d25	1560	1788	bread	1805
s13-d25_14_6	The person gets out a wooden plate.	s13-d25	1865	1959	bread	1982
s13-d25_14_7	The person puts the bread on the wooden plate.	s13-d25	1977	2024	bread	2026
s13-d25_14_8	The person cuts off two slices of bread and puts them on the first plate.	s13-d25	2591	2672	bread	2680
s13-d25_14_9	The person wraps the rest of the bread back up.	s13-d25	2646	2899	bread	2935
s13-d25_15_1	Get out the loaf of bread.	s13-d25	237	508	bread	527
s13-d25_15_2	Get out a serving dish.	s13-d25	578	861	bread	857
s13-d25_15_3	If needed, open plastic or paper covering bread.	s13-d25	904	1330	bread	1364
s13-d25_15_4	Get out a sharp bread knife.	s13-d25	1357	1518	bread	1551
s13-d25_15_5	Get out a cutting board.	s13-d25	1560	1959	bread	1967
s13-d25_15_6	Slice desired amount of bread into 1" thick slices.	s13-d25	1977	2520	bread	2583
s13-d25_15_7	Arrange sliced bread on dish.	s13-d25	2591	2702	bread	2722
s13-d25_15_8	Cover remaining bread with existing plastic/paper.	s13-d25	2715	2899	bread	2949
s13-d25_16_1	He gets a loaf of bread out from the pantry and places it on the counter.	s13-d25	237	508	bread	532
s13-d25_16_2	He gets a plate out from the cupboard.	s13-d25	578	861	bread	891
s13-d25_16_3	He opens the container of the loaf of bread.	s13-d25	904	1518	bread	1450
s13-d25_16_4	He gets out a knife and makes a slice in the loaf of bread.	s13-d25	1560	1788	bread	1838
s13-d25_16_5	He gets out a round cutting board and places the bread on top of it.	s13-d25	1865	2024	bread	2035
s13-d25_16_6	He pushes the knife in deeper to the previous and cut and removes the bread's covering from that region.	s13-d25	2071	2206	bread	2306
s13-d25_16_7	He finishes cutting two slices and he places them on the plate.	s13-d25	2071	2702	bread	2712
s13-d25_16_8	He puts the cover over the bread.	s13-d25	2676	2899	bread	2949
s13-d25_17_1	The person gets out a loaf of bread in plastic wrap.	s13-d25	237	508	bread	517
s13-d25_17_2	The person gets out a plate.	s13-d25	578	861	bread	850
s13-d25_17_3	The person unwraps the bread.	s13-d25	904	1330	bread	1353
s13-d25_17_4	The person gets out a knife.	s13-d25	1357	1518	bread	1521
s13-d25_17_5	The person starts cutting the bread.	s13-d25	1560	1788	bread	1817
s13-d25_17_6	The person gets out a wooden plate.	s13-d25	1865	1959	bread	1988
s13-d25_17_7	The person puts the bread on the wooden plate.	s13-d25	1977	2024	bread	2033
s13-d25_17_8	The person cuts two slices of bread and puts them on the first plate.	s13-d25	2591	2672	bread	2681
s13-d25_17_9	The person wraps the rest of the bread back up.	s13-d25	2715	2899	bread	2901
s13-d25_18_1	The person got a loaf of bread from the pantry.	s13-d25	237	508	bread	543
s13-d25_18_2	The person got a plate from the cabinet.	s13-d25	578	861	bread	853
s13-d25_18_3	The person opened the bread packaging.	s13-d25	904	1330	bread	1399
s13-d25_18_4	The person got a knife from the drawer.	s13-d25	1357	1518	bread	1547
s13-d25_18_5	The person got a cutting board from the drawer.	s13-d25	1560	1959	bread	1979
s13-d25_18_6	The person used the bread knife to cut two slices of bread from the loaf.	s13-d25	2304	2622	bread	2607
s13-d25_18_7	The person set the bread slices onto the plate.	s13-d25	2646	2702	bread	2747
s13-d25_18_8	The person rewrapped the loaf of bread in its package.	s13-d25	2715	2899	bread	2949
s13-d25_19_1	He took out bread	s13-d25	237	508	bread	441
s13-d25_19_2	He took out plate	s13-d25	578	861	bread	801
s13-d25_19_3	He took out knife	s13-d25	904	1518	bread	1543
s13-d25_19_4	He took out cutting board	s13-d25	1560	2024	bread	2007
s13-d25_19_5	He sliced bread	s13-d25	2071	2520	bread	2549
s13-d25_19_6	He put bread on plate	s13-d25	2071	2702	bread	2805
s13-d25_20_1	Get your fresh loaf of bread and place it on the counter.	s13-d25	237	508	bread	525
s13-d25_20_2	Get a plate ready and place it on the counter as well.	s13-d25	578	861	bread	941
s13-d25_20_3	Open the bread package.	s13-d25	904	1330	bread	1393
s13-d25_20_4	Retrieve a sharp knife.	s13-d25	1357	1518	bread	1565
s13-d25_20_5	Hold firmly and slice to thickness desired.	s13-d25	1560	1788	bread	1851
s13-d25_20_6	Uh Oh. Forgot the cutting board, so get one and place the loaf of bread on it.	s13-d25	1865	2024	bread	2015
s13-d25_20_7	Continue to slice at desired thickness.	s13-d25	1977	2622	bread	2615
s13-d25_20_8	Place slices onto plate.	s13-d25	2646	2702	bread	2805
s13-d25_20_9	Wrap remaining bread.	s13-d25	2676	2899	bread	2949
s13-d28_1_1	The person got out a cutting board.	s13-d28	266	453	orange	429
s13-d28_1_2	The person got out a knife.	s13-d28	471	700	orange	730
s13-d28_1_3	The person got an orange out of the cupboard.	s13-d28	746	1245	orange	1256
s13-d28_1_4	The person got a plate.	s13-d28	1338	1597	orange	1511
s13-d28_1_5	The person rinsed the orange in the sink.	s13-d28	1666	1800	orange	1830
s13-d28_1_6	The person cut the ends off the orange.	s13-d28	1902	2248	orange	2260
s13-d28_1_7	The person peeled the orange.	s13-d28	2271	2950	orange	3048
s13-d28_1_8	The person cut the orange in slices.	s13-d28	3127	3635	orange	3662
s13-d28_1_9	The person cut each slice in quarters.	s13-d28	3685	4441	orange	4496
s13-d28_1_10	The person put the pieces of orange on the plate.	s13-d28	4482	5402	orange	5446
s13-d28_2_1	The person takes out a cutting board from the drawer.	s13-d28	266	453	orange	432
s13-d28_2_2	The person takes out a knife from the drawer.	s13-d28	471	645	orange	648
s13-d28_2_3	The person takes an orange from the pantry.	s13-d28	645	1245	orange	1292
s13-d28_2_4	The person procures a plate from the cabinet.	s13-d28	1338	1597	orange	1578
s13-d28_2_5	The person washes the orange in the sink.	s13-d28	1666	1800	orange	1808
s13-d28_2_6	The person peels the orange with the knife.	s13-d28	1902	2950	orange	2974
s13-d28_2_7	The person cuts the orange into slices, quarters the slices, then slides them onto the plate.	s13-d28	3127	5402	orange	5416
s13-d28_3_1	The man gets a cutting board and knife from the drawer, before walking over and getting an orange and plate out of two different cabinets.	s13-d28	266	1597	orange	1578
s13-d28_3_2	The man rinses the orange under the sink.	s13-d28	1666	1800	orange	1786
s13-d28_3_3	The man places the orange on the cutting board and uses the knife to slice off the ends.	s13-d28	1902	2248	orange	2250
s13-d28_3_4	The man takes the knife and digs it into the orange then begins to peel the orange by going around in a circle.	s13-d28	2271	2950	orange	2966
s13-d28_3_5	The man takes the orange and starts at one end and makes six slices.	s13-d28	3127	3461	orange	3504
s13-d28_3_6	The man takes the first slice and cuts it into fours.	s13-d28	3465	3835	orange	3832
s13-d28_3_7	The man takes the remaining five slices and cuts them into fours.	s13-d28	3840	4441	orange	4518
s13-d28_3_8	The man gently places the four halves of each slice onto the awaiting plate.	s13-d28	4482	5402	orange	5400
s13-d28_4_1	He took out cutting board	s13-d28	266	453	orange	426
s13-d28_4_2	He took out knife	s13-d28	471	645	orange	666
s13-d28_4_3	He took out orange	s13-d28	645	1245	orange	1290
s13-d28_4_4	He took out plate	s13-d28	1338	1597	orange	1542
s13-d28_4_5	He washed orange	s13-d28	1666	1800	orange	1768
s13-d28_4_6	He peeled orange	s13-d28	1902	2950	orange	3006
s13-d28_4_7	He sliced orange	s13-d28	3127	3461	orange	3474
s13-d28_4_8	He cut up slices	s13-d28	3465	4441	orange	4482
s13-d28_4_9	He put orange on plate	s13-d28	4482	5402	orange	5432
s13-d28_5_1	He gets a cutting board out of the cupboard.	s13-d28	266	453	orange	404
s13-d28_5_2	He gets a knife out of the drawer.	s13-d28	471	645	orange	638
s13-d28_5_3	 He gets an orange out of the cupboard.	s13-d28	645	1245	orange	1196
s13-d28_5_4	He gets a plate out of the cupboard.	s13-d28	1338	1597	orange	1498
s13-d28_5_5	He rinses the orange.	s13-d28	1666	1800	orange	1792
s13-d28_5_6	He cuts the ends off the orange and uses the knife the peel the orange.	s13-d28	1902	2950	orange	3018
s13-d28_5_7	He cuts the orange into slices.	s13-d28	3127	4441	orange	4494
s13-d28_5_8	He puts the slices on the plate.	s13-d28	4482	5402	orange	5432
s13-d28_6_1	The man takes out a cutting board and a knife.	s13-d28	266	700	orange	674
s13-d28_6_2	The man gets and orange and washes it.	s13-d28	746	1800	orange	1816
s13-d28_6_3	The man slices off the ends of the orange.	s13-d28	1902	2248	orange	2246
s13-d28_6_4	The man then peels the orange with a knife.	s13-d28	2271	2950	orange	3064
s13-d28_6_5	The man slices the orange and puts the pieces onto the plate.	s13-d28	5459	5516	orange	5500
s13-d28_7_1	The man removes a cutting board and knife from the drawers.	s13-d28	266	700	orange	700
s13-d28_7_2	He removes an orange and a plate from the cabinets.	s13-d28	746	1597	orange	1604
s13-d28_7_3	He rinses the orange in the sink.	s13-d28	1666	1800	orange	1834
s13-d28_7_4	He uses the knife to cut the ends off of the orange.	s13-d28	1902	2248	orange	2248
s13-d28_7_5	He uses the knife to peel the skin off the orange in a circular fashion.	s13-d28	2271	2950	orange	3004
s13-d28_7_6	He uses the knife to slice the orange.	s13-d28	3127	3635	orange	3668
s13-d28_7_7	He cuts each slice of the orange into quarters.	s13-d28	3685	4441	orange	4504
s13-d28_7_8	He transfers the orange pieces from the cutting board onto the plate.	s13-d28	4482	5402	orange	5412
s13-d28_8_1	He gets a cutting board.	s13-d28	266	453	orange	430
s13-d28_8_2	He gets a knife.	s13-d28	471	645	orange	656
s13-d28_8_3	He gets an orange.	s13-d28	645	1245	orange	1270
s13-d28_8_4	He rinses the orange.	s13-d28	1338	1800	orange	1820
s13-d28_8_5	He peels the orange.	s13-d28	1902	2950	orange	2974
s13-d28_8_6	He cuts up the orange and puts it on a plate.	s13-d28	3127	5402	orange	5420
s13-d28_9_1	The person takes out a cutting board from the drawer.	s13-d28	266	453	orange	434
s13-d28_9_2	The person takes out a knife from the drawer.	s13-d28	471	645	orange	646
s13-d28_9_3	The person takes an orange from the pantry.	s13-d28	645	1245	orange	1298
s13-d28_9_4	The person procures a plate from the cabinet.	s13-d28	1338	1597	orange	1584
