9612	9795	throw in garbage	hand,plate	broccoli		s23-d42_1_11	s23-d42_2_4		s23-d42_4_11						s23-d42_12_11	s23-d42_13_9			s23-d42_16_10		s23-d42_19_11	
9858	10077	wash	hand	plate				s23-d42_3_7				s23-d42_7_11										
10077	10109	shake	hand	plate		s23-d42_1_12									s23-d42_12_12							
10151	10298	wash	hand	knife		s23-d42_1_13									s23-d42_12_13							
10372	10757	wash	hand	cutting board																		
10757	10796	shake	hand	cutting board		s23-d42_1_14									s23-d42_12_14				s23-d42_16_11	s23-d42_18_9	s23-d42_19_12	
10914	11059	throw in garbage	hand	garbage																		
11059	11097	move	hand	towel	,hook					s23-d42_5_8												
11134	11250	dry	towel	knife																		
11261	11324	put in	hand	knife	,drawer																s23-d42_19_13	
11367	11486	dry	towel	cutting board																		
11497	11562	put in	hand	cutting board	,drawer														s23-d42_16_12			
11584	11770	dry	towel	plate																s23-d42_18_10		
11791	11872	put in	hand	plate	,cupboard	s23-d42_1_15			s23-d42_4_12							s23-d42_13_10			s23-d42_16_13		s23-d42_19_14	
11914	12078	clean	towel	counter					s23-d42_4_13													
12192	12272	hang up	hand	towel	,hook		s23-d42_2_5	s23-d42_3_8			s23-d42_6_6		s23-d42_8_6						s23-d42_16_14	s23-d42_18_11		s23-d42_20_6
